Run,Experiment,BioSample,Sample,SampleName,treatment_group,timepoint,sample_number,probiotic,delivery_vehicle,spots,bases,avgLength,size_MB,LibraryLayout,Platform,Model,download_path,weeks
SRR20011368,SRX16051980,SAMN29546594,SRS13730951,fungi_NTC_W0_G_001,NTC,W0,001,No,None,39478,20273424,513,10,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011368/SRR20011368.lite.1,0
SRR20011367,SRX16051981,SAMN29546595,SRS13730952,fungi_NTC_W0_G_002,NTC,W0,002,No,None,132337,61133775,461,26,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011367/SRR20011367.lite.1,0
SRR20011286,SRX16052062,SAMN29546596,SRS13731033,fungi_NTC_W0_G_003,NTC,W0,003,No,None,98853,54395851,550,28,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011286/SRR20011286.lite.1,0
SRR20011247,SRX16052101,SAMN29546597,SRS13731072,fungi_NTC_W0_G_004,NTC,W0,004,No,None,40202,18985593,472,8,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR020/20011/SRR20011247/SRR20011247.lite.1,0
SRR20011236,SRX16052112,SAMN29546598,SRS13731083,fungi_NTC_W0_G_005,NTC,W0,005,No,None,16267,7847705,482,3,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011236/SRR20011236.lite.1,0
SRR20011225,SRX16052123,SAMN29546599,SRS13731094,fungi_NTC_W0_G_007,NTC,W0,007,No,None,73188,34229709,467,15,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011225/SRR20011225.lite.1,0
SRR20011214,SRX16052134,SAMN29546600,SRS13731105,fungi_NTC_W0_G_008,NTC,W0,008,No,None,82296,44691897,543,22,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011214/SRR20011214.lite.1,0
SRR20011322,SRX16052026,SAMN29546608,SRS13730997,fungi_PP_W0_G_016,PP,W0,016,Yes,Patty,131498,71599560,544,41,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011322/SRR20011322.lite.1,0
SRR20011283,SRX16052065,SAMN29546609,SRS13731036,fungi_PP_W0_G_017,PP,W0,017,Yes,Patty,40318,19377231,480,9,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR020/20011/SRR20011283/SRR20011283.lite.1,0
SRR20011272,SRX16052076,SAMN29546610,SRS13731047,fungi_PP_W0_G_018,PP,W0,018,Yes,Patty,24712,11792873,477,5,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011272/SRR20011272.lite.1,0
SRR20011261,SRX16052087,SAMN29546611,SRS13731058,fungi_PP_W0_G_019,PP,W0,019,Yes,Patty,364043,206168401,566,104,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011261/SRR20011261.lite.1,0
SRR20011306,SRX16052042,SAMN29546612,SRS13731013,fungi_PP_W0_G_020,PP,W0,020,Yes,Patty,36375,18590781,511,9,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011306/SRR20011306.lite.1,0
SRR20011295,SRX16052053,SAMN29546613,SRS13731024,fungi_PP_W0_G_021,PP,W0,021,Yes,Patty,45819,22819939,498,11,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011295/SRR20011295.lite.1,0
SRR20011285,SRX16052063,SAMN29546614,SRS13731034,fungi_PP_W0_G_022,PP,W0,022,Yes,Patty,28191,14300952,507,7,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR020/20011/SRR20011285/SRR20011285.lite.1,0
SRR20011203,SRX16052145,SAMN29546601,SRS13731116,fungi_PV_W0_G_009,PV,W0,009,No,Patty,28170,13230557,469,6,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011203/SRR20011203.lite.1,0
SRR20011192,SRX16052156,SAMN29546602,SRS13731127,fungi_PV_W0_G_010,PV,W0,010,No,Patty,47812,24472155,511,12,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011192/SRR20011192.lite.1,0
SRR20011181,SRX16052167,SAMN29546603,SRS13731138,fungi_PV_W0_G_011,PV,W0,011,No,Patty,106664,56547923,530,28,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011181/SRR20011181.lite.1,0
SRR20011366,SRX16051982,SAMN29546604,SRS13730953,fungi_PV_W0_G_012,PV,W0,012,No,Patty,18576,9237883,497,4,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011366/SRR20011366.lite.1,0
SRR20011355,SRX16051993,SAMN29546605,SRS13730964,fungi_PV_W0_G_013,PV,W0,013,No,Patty,79673,40996082,514,20,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011355/SRR20011355.lite.1,0
SRR20011344,SRX16052004,SAMN29546606,SRS13730975,fungi_PV_W0_G_014,PV,W0,014,No,Patty,17317,8787128,507,4,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011344/SRR20011344.lite.1,0
SRR20011333,SRX16052015,SAMN29546607,SRS13730986,fungi_PV_W0_G_015,PV,W0,015,No,Patty,31380,14960337,476,7,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011333/SRR20011333.lite.1,0
SRR20011250,SRX16052098,SAMN29546621,SRS13731069,fungi_SP_W0_G_030,SP,W0,030,Yes,Spray,18271,9195809,503,4,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011250/SRR20011250.lite.1,0
SRR20011249,SRX16052099,SAMN29546622,SRS13731070,fungi_SP_W0_G_031,SP,W0,031,Yes,Spray,92839,51744010,557,26,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011249/SRR20011249.lite.1,0
SRR20011248,SRX16052100,SAMN29546623,SRS13731071,fungi_SP_W0_G_032,SP,W0,032,Yes,Spray,8827,4350429,492,2,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011248/SRR20011248.lite.1,0
SRR20011246,SRX16052102,SAMN29546624,SRS13731073,fungi_SP_W0_G_034,SP,W0,034,Yes,Spray,33012,17234403,522,8,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011246/SRR20011246.lite.1,0
SRR20011245,SRX16052103,SAMN29546625,SRS13731074,fungi_SP_W0_G_035,SP,W0,035,Yes,Spray,111970,54370619,485,25,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR020/20011/SRR20011245/SRR20011245.lite.1,0
SRR20011244,SRX16052104,SAMN29546626,SRS13731075,fungi_SP_W0_G_036,SP,W0,036,Yes,Spray,232314,126565078,544,63,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011244/SRR20011244.lite.1,0
SRR20011256,SRX16052092,SAMN29546615,SRS13731063,fungi_SV_W0_G_023,SV,W0,023,No,Spray,321304,150173993,467,65,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011256/SRR20011256.lite.1,0
SRR20011255,SRX16052093,SAMN29546616,SRS13731064,fungi_SV_W0_G_024,SV,W0,024,No,Spray,50735,28457787,560,14,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011255/SRR20011255.lite.1,0
SRR20011254,SRX16052094,SAMN29546617,SRS13731065,fungi_SV_W0_G_026,SV,W0,026,No,Spray,184048,100053410,543,55,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011254/SRR20011254.lite.1,0
SRR20011253,SRX16052095,SAMN29546618,SRS13731066,fungi_SV_W0_G_027,SV,W0,027,No,Spray,88773,41993003,473,19,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011253/SRR20011253.lite.1,0
SRR20011252,SRX16052096,SAMN29546619,SRS13731067,fungi_SV_W0_G_028,SV,W0,028,No,Spray,35396,16906332,477,8,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011252/SRR20011252.lite.1,0
SRR20011251,SRX16052097,SAMN29546620,SRS13731068,fungi_SV_W0_G_029,SV,W0,029,No,Spray,38651,18358486,474,9,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011251/SRR20011251.lite.1,0
SRR20011243,SRX16052105,SAMN29546627,SRS13731076,fungi_NTC_W2_G_037,NTC,W2,037,No,None,32567,17675347,542,9,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011243/SRR20011243.lite.1,2
SRR20011242,SRX16052106,SAMN29546628,SRS13731077,fungi_NTC_W2_G_038,NTC,W2,038,No,None,42787,22676700,529,11,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR020/20011/SRR20011242/SRR20011242.lite.1,2
SRR20011241,SRX16052107,SAMN29546629,SRS13731078,fungi_NTC_W2_G_039,NTC,W2,039,No,None,29599,15263627,515,7,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR020/20011/SRR20011241/SRR20011241.lite.1,2
SRR20011240,SRX16052108,SAMN29546630,SRS13731079,fungi_NTC_W2_G_040,NTC,W2,040,No,None,11422,5837241,511,2,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011240/SRR20011240.lite.1,2
SRR20011239,SRX16052109,SAMN29546631,SRS13731080,fungi_NTC_W2_G_041,NTC,W2,041,No,None,28453,13721937,482,6,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011239/SRR20011239.lite.1,2
SRR20011238,SRX16052110,SAMN29546632,SRS13731081,fungi_NTC_W2_G_043,NTC,W2,043,No,None,278718,153610395,551,78,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011238/SRR20011238.lite.1,2
SRR20011237,SRX16052111,SAMN29546633,SRS13731082,fungi_NTC_W2_G_044,NTC,W2,044,No,None,36493,17746927,486,8,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR020/20011/SRR20011237/SRR20011237.lite.1,2
SRR20011228,SRX16052120,SAMN29546641,SRS13731091,fungi_PP_W2_G_052,PP,W2,052,Yes,Patty,35073,17452984,497,8,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011228/SRR20011228.lite.1,2
SRR20011227,SRX16052121,SAMN29546642,SRS13731092,fungi_PP_W2_G_053,PP,W2,053,Yes,Patty,66073,30953735,468,13,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR020/20011/SRR20011227/SRR20011227.lite.1,2
SRR20011226,SRX16052122,SAMN29546643,SRS13731093,fungi_PP_W2_G_054,PP,W2,054,Yes,Patty,82700,41282278,499,20,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011226/SRR20011226.lite.1,2
SRR20011224,SRX16052124,SAMN29546644,SRS13731095,fungi_PP_W2_G_055,PP,W2,055,Yes,Patty,74644,35519868,475,16,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR020/20011/SRR20011224/SRR20011224.lite.1,2
SRR20011223,SRX16052125,SAMN29546645,SRS13731096,fungi_PP_W2_G_056,PP,W2,056,Yes,Patty,107337,59842346,557,30,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011223/SRR20011223.lite.1,2
SRR20011222,SRX16052126,SAMN29546646,SRS13731097,fungi_PP_W2_G_057,PP,W2,057,Yes,Patty,23991,11481561,478,5,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR020/20011/SRR20011222/SRR20011222.lite.1,2
SRR20011221,SRX16052127,SAMN29546647,SRS13731098,fungi_PP_W2_G_058,PP,W2,058,Yes,Patty,17222,8907325,517,4,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011221/SRR20011221.lite.1,2
SRR20011235,SRX16052113,SAMN29546634,SRS13731084,fungi_PV_W2_G_045,PV,W2,045,No,Patty,101651,48835920,480,23,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR020/20011/SRR20011235/SRR20011235.lite.1,2
SRR20011234,SRX16052114,SAMN29546635,SRS13731085,fungi_PV_W2_G_046,PV,W2,046,No,Patty,125925,70022286,556,35,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011234/SRR20011234.lite.1,2
SRR20011233,SRX16052115,SAMN29546636,SRS13731086,fungi_PV_W2_G_047,PV,W2,047,No,Patty,109038,56538941,518,28,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR020/20011/SRR20011233/SRR20011233.lite.1,2
SRR20011232,SRX16052116,SAMN29546637,SRS13731087,fungi_PV_W2_G_048,PV,W2,048,No,Patty,283548,118026952,416,53,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011232/SRR20011232.lite.1,2
SRR20011231,SRX16052117,SAMN29546638,SRS13731088,fungi_PV_W2_G_049,PV,W2,049,No,Patty,62927,31904107,507,15,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR020/20011/SRR20011231/SRR20011231.lite.1,2
SRR20011230,SRX16052118,SAMN29546639,SRS13731089,fungi_PV_W2_G_050,PV,W2,050,No,Patty,27555,13741201,498,6,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR020/20011/SRR20011230/SRR20011230.lite.1,2
SRR20011229,SRX16052119,SAMN29546640,SRS13731090,fungi_PV_W2_G_051,PV,W2,051,No,Patty,39346,17023448,432,7,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011229/SRR20011229.lite.1,2
SRR20011213,SRX16052135,SAMN29546654,SRS13731106,fungi_SP_W2_G_066,SP,W2,066,Yes,Spray,42589,20749977,487,9,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR020/20011/SRR20011213/SRR20011213.lite.1,2
SRR20011212,SRX16052136,SAMN29546655,SRS13731107,fungi_SP_W2_G_067,SP,W2,067,Yes,Spray,41039,21373419,520,10,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011212/SRR20011212.lite.1,2
SRR20011211,SRX16052137,SAMN29546656,SRS13731108,fungi_SP_W2_G_068,SP,W2,068,Yes,Spray,24472,11569917,472,5,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR020/20011/SRR20011211/SRR20011211.lite.1,2
SRR20011210,SRX16052138,SAMN29546657,SRS13731109,fungi_SP_W2_G_070,SP,W2,070,Yes,Spray,9187,4502193,490,2,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR020/20011/SRR20011210/SRR20011210.lite.1,2
SRR20011209,SRX16052139,SAMN29546658,SRS13731110,fungi_SP_W2_G_071,SP,W2,071,Yes,Spray,127926,58816263,459,24,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR020/20011/SRR20011209/SRR20011209.lite.1,2
SRR20011208,SRX16052140,SAMN29546659,SRS13731111,fungi_SP_W2_G_072,SP,W2,072,Yes,Spray,24195,11547734,477,5,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011208/SRR20011208.lite.1,2
SRR20011220,SRX16052128,SAMN29546648,SRS13731099,fungi_SV_W2_G_059,SV,W2,059,No,Spray,88325,41668016,471,19,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR020/20011/SRR20011220/SRR20011220.lite.1,2
SRR20011219,SRX16052129,SAMN29546649,SRS13731100,fungi_SV_W2_G_060,SV,W2,060,No,Spray,26067,13418142,514,7,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR020/20011/SRR20011219/SRR20011219.lite.1,2
SRR20011218,SRX16052130,SAMN29546650,SRS13731101,fungi_SV_W2_G_062,SV,W2,062,No,Spray,44376,20957819,472,10,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR020/20011/SRR20011218/SRR20011218.lite.1,2
SRR20011217,SRX16052131,SAMN29546651,SRS13731102,fungi_SV_W2_G_063,SV,W2,063,No,Spray,70302,33733182,479,16,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR020/20011/SRR20011217/SRR20011217.lite.1,2
SRR20011216,SRX16052132,SAMN29546652,SRS13731103,fungi_SV_W2_G_064,SV,W2,064,No,Spray,65329,34306004,525,17,PAIRED,ILLUMINA,Illumina MiSeq,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR020/20011/SRR20011216/SRR20011216.lite.1,2
